id,node1_id,node2_id,rating,confidence,mode,user_id,extra_fields
5287,4990,14444,0.5,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 23176}"
5343,3000,5114,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 27437}"
5399,600,8681,1.0,0.5,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 88443}"
5455,1810,10414,0.5,0.0,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 23965}"
4840,2463,11747,0.5,0.5,rapid_feedback,12,"{""comment"": ""subject relativity, guessed content"", ""is_dev_build"": false, ""time_for_judgment"": 552323}"
4896,612,8845,1.0,0.5,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 66630}"
4952,3705,14155,0.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 25056}"
5008,3513,6580,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 20341}"
5064,565,5856,0.0,0.5,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 21857}"
5120,2818,6795,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 24572}"
5176,3335,6305,0.0,0.5,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 177438}"
5232,625,7526,0.5,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 207534}"
5288,1315,9095,0.0,,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 118329}"
5344,949,2708,0.5,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 26350}"
5400,2899,5661,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 51139}"
5456,3513,12512,0.5,0.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 44167}"
4841,4673,7717,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 32269}"
4897,3124,12021,0.5,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 96025}"
5009,3399,8166,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 136017}"
5065,573,6665,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 12003}"
5121,2106,3955,0.0,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 94293}"
5177,5053,14627,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 18358}"
5233,9823,14336,1.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 31151}"
5289,3454,7517,0.0,1.0,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 11449}"
5345,1279,2379,0.0,1.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 125406}"
5401,500,6469,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 26160}"
5457,2354,3682,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 23053}"
4842,2996,13240,0.0,0.5,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 22736}"
4898,4219,14327,0.5,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 19871}"
4954,4110,10567,0.0,1.0,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 25351}"
5010,10261,14293,0.0,0.5,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 45208}"
5066,3207,10534,0.0,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 15647}"
5122,735,6288,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 13524}"
5178,2988,13753,1.0,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 204425}"
5234,3399,7036,0.0,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 27716}"
5290,971,4328,0.5,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 16568}"
5346,4409,12017,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17690}"
5402,3493,5493,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 18137}"
5458,2665,9567,1.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 18124}"
4843,3447,14625,0.0,1.0,rapid_feedback,10,"{""comment"": ""topic keywords, lack of level proficiency, lack of subject area"", ""is_dev_build"": false, ""time_for_judgment"": 183644}"
4899,2312,10092,0.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 36991}"
4955,9875,14336,1.0,0.5,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 49290}"
5011,882,1983,1.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 13043}"
5067,488,7597,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 11292}"
5123,943,9529,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 10403}"
5179,3610,6638,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 383909}"
5235,3171,6539,0.0,1.0,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 38760}"
5291,11814,14352,0.0,1.0,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 7865}"
5347,3691,8384,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 26528}"
5403,1636,2851,1.0,0.5,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 65208}"
5459,3513,7898,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 27774}"
4956,2954,13298,0.0,0.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 179266}"
5012,4023,10028,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 12115}"
5068,4011,14467,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 15226}"
5124,2990,13050,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 10015}"
5180,4940,11053,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 25073}"
5236,1761,10454,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 39422}"
5292,3478,6843,0.0,0.5,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 177347}"
5348,3281,5688,1.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 21265}"
5404,1582,2156,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 20063}"
5460,1735,8859,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 8801}"
4845,3522,8335,0.5,0.5,rapid_feedback,11,"{""comment"": ""Subject area match: Good (Math)\nLevel proficiency match: Poor (Calculus vs. Geometry)\nTopic Keywords: None\nAnticipated Pedagogy: N/A\nTasks: Not match\nUniversality: High\nReplacement value: Low\nHierarchy: Similar"", ""is_dev_build"": false, ""time_for_judgment"": 698492}"
4901,5063,14532,0.5,0.5,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 23823}"
4957,4068,5016,0.5,0.5,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 31074}"
5013,5,5125,1.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 9313}"
5069,2899,12820,0.5,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 20951}"
5125,2777,10679,0.0,1.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 89790}"
5181,4335,14491,0.0,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 31093}"
5237,3441,7274,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17390}"
5293,4857,13564,0.0,1.0,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 6205}"
5349,1668,14494,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 25145}"
5405,1604,2440,1.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17831}"
5461,2900,5974,0.5,,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 81472}"
4846,258,8660,0.0,0.5,rapid_feedback,13,"{""comment"": ""If there was any relationship, it would come through in the title or content, but is does not seem to. "", ""is_dev_build"": false, ""time_for_judgment"": 136568}"
4902,2340,9377,0.0,,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 24713}"
4958,10529,14292,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 83010}"
5014,4757,14570,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 146143}"
5070,4758,5029,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17505}"
5126,276,13273,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 12715}"
5182,4033,14151,0.5,0.5,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 56428}"
5238,1618,14377,0.0,1.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 130751}"
5294,3289,12867,0.0,0.5,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 344451}"
5350,3347,6735,0.0,0.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 49858}"
5406,3803,4849,0.5,0.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 67042}"
5462,3824,11150,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 19180}"
4847,3303,14684,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 119894}"
4959,1605,4174,0.5,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 78366}"
5015,4857,10856,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 9053}"
5071,2860,7307,1.0,,rapid_feedback,3,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 22859}"
5127,2473,9171,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 11664}"
5239,3593,8579,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 15919}"
5295,3023,12303,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 15334}"
5351,3000,13942,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17745}"
5407,3235,3666,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 14875}"
5463,2476,4147,0.5,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 30109}"
4848,914,7100,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 113171}"
4904,3688,7321,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 13981}"
4960,4209,14605,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 29277}"
5072,4498,14521,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 37079}"
5128,585,5943,0.0,0.5,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 46836}"
5184,3432,8287,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 56693}"
5240,156,12578,0.5,0.5,rapid_feedback,23,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 39535}"
5296,3295,7197,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 14613}"
5352,2106,4343,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 9108}"
5408,195,12896,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 38637}"
5464,9987,14226,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 44758}"
4849,554,12214,0.5,0.5,rapid_feedback,13,"{""comment"": ""Seems that there might be an overlap of content. "", ""is_dev_build"": false, ""time_for_judgment"": 89011}"
4905,4762,4984,0.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 56634}"
4961,2728,4234,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 56006}"
5017,9954,14336,1.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 9536}"
5073,1850,3376,0.5,1.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 151079}"
5129,3080,7401,1.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17258}"
5185,393,12568,1.0,1.0,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 84927}"
5241,13738,14337,0.0,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 77480}"
5297,508,11544,0.0,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 70719}"
5353,593,8498,0.0,1.0,rapid_feedback,12,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 27801}"
5409,1839,3624,1.0,,rapid_feedback,3,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 37895}"
5465,1911,11033,0.0,,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 10981}"
4906,1924,7055,0.0,1.0,rapid_feedback,16,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 31241}"
4962,384,5438,0.5,0.5,rapid_feedback,18,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 56158}"
5018,154,5285,1.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 41557}"
5186,2818,12640,0.0,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 9444}"
5242,2952,8904,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 131911}"
5298,3094,12154,0.5,0.5,rapid_feedback,14,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 15168}"
5354,2130,4142,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 38913}"
5410,3499,7920,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 647841}"
5466,363,850,1.0,0.5,rapid_feedback,26,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 117814}"
4851,4664,12094,0.0,1.0,rapid_feedback,12,"{""comment"": ""replacement value, Keywords, subject area, universality"", ""is_dev_build"": false, ""time_for_judgment"": 193686}"
4907,449,7944,1.0,1.0,rapid_feedback,25,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 17627}"
4963,3017,13624,0.0,1.0,rapid_feedback,13,"{""comment"": """", ""is_dev_build"": false, ""time_for_judgment"": 38171}"
